programkode,studentnr,karakter,vurderingsstatus,year,semester
MTDT,715606,F,Ikke bestått,2010,v
MTDT,715606,F,Ikke bestått,2011,v
MTDT,715606,E,Bestått,2011,s
MTDT,715608,E,Bestått,2010,v
MTDT,715608,C,Bestått,2013,v
MTDT,715609,B,Bestått,2010,v
MTDT,715610,B,Bestått,2010,v
MTDT,715611,A,Bestått,2010,v
MTDT,715612,C,Bestått,2010,v
MTDT,715613,B,Bestått,2011,v
MTDT,715614,D,Bestått,2010,v
MTDT,715615,C,Bestått,2010,v
MTDT,715615,B,Bestått,2011,v
MTDT,715617,D,Bestått,2010,v
MTDT,715617,C,Bestått,2011,v
MTDT,715618,C,Bestått,2010,v
MTDT,715619,C,Bestått,2010,v
MTDT,715621,C,Bestått,2010,v
MTDT,715622,D,Bestått,2010,v
MTDT,715623,B,Bestått,2010,v
MTDT,715624,B,Bestått,2010,v
MTDT,715625,C,Bestått,2010,v
MTDT,715626,A,Bestått,2010,v
MTDT,715627,B,Bestått,2010,v
MTDT,715628,D,Bestått,2010,v
MTDT,715629,,Manglende øvinger,2010,v
MTDT,715630,C,Bestått,2010,v
MTDT,715631,C,Bestått,2010,v
MTDT,715633,B,Bestått,2010,v
MTDT,715635,C,Bestått,2010,v
MTDT,715636,C,Bestått,2010,v
MTDT,715637,B,Bestått,2011,v
MTDT,715638,B,Bestått,2010,v
MTDT,715639,D,Bestått,2010,v
MTDT,715640,D,Bestått,2010,v
MTDT,715640,B,Bestått,2012,v
MTDT,715641,C,Bestått,2010,v
MTDT,715642,A,Bestått,2010,v
MTDT,715643,A,Bestått,2010,v
MTDT,715646,D,Bestått,2010,v
MTDT,715646,C,Bestått,2011,v
MTDT,715647,C,Bestått,2010,v
MTDT,715662,C,Bestått,2011,v
MTDT,715697,,Manglende øvinger,2012,v
MTDT,715697,F,Ikke bestått,2013,v
MTDT,715697,F,Ikke bestått,2013,s
MTDT,715697,E,Bestått,2014,v
MTDT,715697,D,Bestått,2016,v
MTDT,715728,,Manglende øvinger,2011,v
MTDT,715782,C,Bestått,2012,v
MTDT,715883,,Manglende øvinger,2012,v
MTDT,715883,D,Bestått,2013,v
MTDT,715938,A,Bestått,2010,v
MTDT,716105,C,Bestått,2010,v
MTDT,716154,F,Ikke bestått,2011,v
MTDT,716154,C,Bestått,2012,v
MTDT,716276,D,Bestått,2010,v
MTDT,716282,C,Bestått,2010,v
MTDT,716282,B,Bestått,2011,v
MTDT,716313,B,Bestått,2010,v
MTDT,716361,,Gyldig fravær,2013,v
MTDT,716361,,Ikke møtt,2013,s
MTDT,716361,F,Ikke bestått,2014,v
MTDT,716361,C,Bestått,2015,v
MTDT,719307,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTDT,719307,,Ikke møtt,2012,s
MTDT,721128,E,Bestått,2016,v
MTDT,721343,B,Bestått,2011,v
MTDT,721344,,Manglende øvinger,2011,v
MTDT,721344,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTDT,721344,B,Bestått,2013,s
MTDT,721447,A,Bestått,2012,v
MTDT,721505,C,Bestått,2011,v
MTDT,721511,F,Ikke bestått,2011,v
MTDT,721511,,Ikke møtt,2011,s
MTDT,721511,E,Bestått,2012,v
MTDT,721579,,Manglende øvinger,2013,v
MTDT,721900,B,Bestått,2012,v
MTDT,721912,C,Bestått,2011,v
MTDT,721912,,Ikke møtt,2013,v
MTDT,722395,C,Bestått,2012,v
MTDT,722760,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,722760,F,Ikke bestått,2018,s
MTDT,723658,C,Bestått,2011,v
MTDT,723660,E,Bestått,2011,v
MTDT,723661,D,Bestått,2011,v
MTDT,723661,C,Bestått,2013,v
MTDT,723662,C,Bestått,2011,v
MTDT,723663,C,Bestått,2011,v
MTDT,723664,D,Bestått,2011,v
MTDT,723666,A,Bestått,2011,v
MTDT,723667,A,Bestått,2011,v
MTDT,723669,C,Bestått,2011,v
MTDT,723669,B,Bestått,2012,v
MTDT,723671,C,Bestått,2011,v
MTDT,723672,A,Bestått,2011,v
MTDT,723673,C,Bestått,2011,v
MTDT,723675,C,Bestått,2011,v
MTDT,723676,C,Bestått,2011,v
MTDT,723677,D,Bestått,2011,v
MTDT,723677,A,Bestått,2012,v
MTDT,723678,C,Bestått,2011,v
MTDT,723678,A,Bestått,2012,v
MTDT,723679,A,Bestått,2011,v
MTDT,723680,A,Bestått,2011,v
MTDT,723681,D,Bestått,2011,v
MTDT,723682,C,Bestått,2011,v
MTDT,723685,D,Bestått,2011,v
MTDT,723686,C,Bestått,2011,v
MTDT,723687,B,Bestått,2011,v
MTDT,723688,B,Bestått,2012,v
MTDT,723689,D,Bestått,2011,v
MTDT,723690,E,Bestått,2011,v
MTDT,723691,D,Bestått,2011,v
MTDT,723691,C,Bestått,2013,v
MTDT,723693,F,Ikke bestått,2011,v
MTDT,723693,F,Ikke bestått,2011,s
MTDT,723693,E,Bestått,2012,v
MTDT,723694,C,Bestått,2011,v
MTDT,723695,D,Bestått,2011,v
MTDT,723696,C,Bestått,2011,v
MTDT,723697,D,Bestått,2011,v
MTDT,723698,D,Bestått,2011,v
MTDT,723698,C,Bestått,2012,v
MTDT,723699,C,Bestått,2012,v
MTDT,723700,B,Bestått,2011,v
MTDT,723701,D,Bestått,2011,v
MTDT,723702,D,Bestått,2011,v
MTDT,723702,C,Bestått,2012,v
MTDT,723703,F,Ikke bestått,2011,v
MTDT,723703,F,Ikke bestått,2012,v
MTDT,723703,,Ikke møtt,2012,s
MTDT,723703,D,Bestått,2013,v
MTDT,723704,C,Bestått,2011,v
MTDT,723706,C,Bestått,2011,v
MTDT,723707,C,Bestått,2011,v
MTDT,723709,D,Bestått,2011,v
MTDT,723711,,Manglende øvinger,2011,v
MTDT,723711,,Manglende øvinger,2012,v
MTDT,723711,,Manglende øvinger,2013,v
MTDT,723712,C,Bestått,2011,v
MTDT,723713,D,Bestått,2011,v
MTDT,723713,D,Bestått,2012,v
MTDT,723714,E,Bestått,2011,v
MTDT,723716,,Trekk under eksamen (Avbrutt eksamen),2011,v
MTDT,723716,B,Bestått,2011,s
MTDT,723717,A,Bestått,2012,v
MTDT,723718,,Manglende øvinger,2011,v
MTDT,723718,C,Bestått,2012,v
MTDT,723719,E,Bestått,2011,v
MTDT,723720,C,Bestått,2011,v
MTDT,723722,B,Bestått,2011,v
MTDT,723723,B,Bestått,2011,v
MTDT,723724,,Manglende øvinger,2011,v
MTDT,723725,D,Bestått,2011,v
MTDT,723726,C,Bestått,2011,v
MTDT,723727,F,Ikke bestått,2011,v
MTDT,723727,F,Ikke bestått,2012,v
MTDT,723727,,Ikke møtt,2012,s
MTDT,723728,C,Bestått,2011,v
MTDT,723729,B,Bestått,2011,v
MTDT,723730,,Ikke møtt,2011,v
MTDT,723731,,Manglende øvinger,2011,v
MTDT,723733,C,Bestått,2011,v
MTDT,723736,C,Bestått,2011,v
MTDT,723737,B,Bestått,2011,v
MTDT,723738,F,Ikke bestått,2011,v
MTDT,723738,C,Bestått,2012,v
MTDT,723739,C,Bestått,2011,v
MTDT,723740,E,Bestått,2011,v
MTDT,723741,E,Bestått,2011,v
MTDT,723741,,Ikke møtt,2011,s
MTDT,723742,D,Bestått,2011,v
MTDT,723744,,Ikke møtt,2011,v
MTDT,723745,E,Bestått,2011,v
MTDT,723745,B,Bestått,2014,v
MTDT,723746,B,Bestått,2011,v
MTDT,723747,A,Bestått,2011,v
MTDT,723749,,Manglende øvinger,2011,v
MTDT,723749,,Manglende øvinger,2012,v
MTDT,723750,C,Bestått,2011,v
MTDT,723751,C,Bestått,2011,v
MTDT,723752,B,Bestått,2011,v
MTDT,723753,C,Bestått,2011,v
MTDT,723754,D,Bestått,2011,v
MTDT,723754,B,Bestått,2013,v
MTDT,723755,F,Ikke bestått,2011,v
MTDT,723755,E,Bestått,2012,v
MTDT,723755,F,Ikke bestått,2014,v
MTDT,723756,C,Bestått,2014,v
MTDT,723768,,Manglende øvinger,2012,v
MTDT,723898,E,Bestått,2012,v
MTDT,724012,,Manglende øvinger,2014,v
MTDT,724024,F,Ikke bestått,2011,v
MTDT,724024,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTDT,724044,B,Bestått,2012,v
MTDT,724141,C,Bestått,2012,v
MTDT,724146,F,Ikke bestått,2011,v
MTDT,724232,B,Bestått,2011,v
MTDT,724293,B,Bestått,2011,v
MTDT,724299,E,Bestått,2011,v
MTDT,724301,B,Bestått,2011,v
MTDT,724303,D,Bestått,2011,v
MTDT,724314,D,Bestått,2011,v
MTDT,724329,F,Ikke bestått,2011,v
MTDT,724329,F,Ikke bestått,2012,v
MTDT,724329,F,Ikke bestått,2012,s
MTDT,724329,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTDT,724329,F,Ikke bestått,2013,s
MTDT,724329,F,Ikke bestått,2014,v
MTDT,724329,F,Ikke bestått,2014,s
MTDT,724329,D,Bestått,2015,v
MTDT,724669,B,Bestått,2014,v
MTDT,724675,C,Bestått,2011,v
MTDT,725246,A,Bestått,2012,v
MTDT,728897,F,Ikke bestått,2012,v
MTDT,729089,B,Bestått,2012,v
MTDT,729091,B,Bestått,2012,v
MTDT,729121,B,Bestått,2012,v
MTDT,729540,E,Bestått,2012,v
MTDT,729556,C,Bestått,2013,v
MTDT,729573,B,Bestått,2012,v
MTDT,729575,,Manglende øvinger,2016,v
MTDT,729593,,Manglende øvinger,2012,v
MTDT,729593,,Manglende øvinger,2013,v
MTDT,729600,D,Bestått,2012,v
MTDT,729600,D,Bestått,2015,v
MTDT,729645,B,Bestått,2012,v
MTDT,729856,C,Bestått,2013,v
MTDT,730629,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,730629,F,Ikke bestått,2014,s
MTDT,730629,E,Bestått,2015,s
MTDT,730629,C,Bestått,2016,v
MTDT,730788,B,Bestått,2013,v
MTDT,730828,C,Bestått,2013,v
MTDT,731438,E,Bestått,2012,v
MTDT,731451,C,Bestått,2012,v
MTDT,731610,C,Bestått,2013,v
MTDT,731750,,Manglende øvinger,2012,v
MTDT,731750,,Manglende øvinger,2013,v
MTDT,731750,,Manglende øvinger,2015,v
MTDT,731751,B,Bestått,2012,v
MTDT,731754,F,Ikke bestått,2012,v
MTDT,731756,E,Bestått,2012,v
MTDT,731757,C,Bestått,2012,v
MTDT,731758,B,Bestått,2012,v
MTDT,731759,C,Bestått,2012,v
MTDT,731759,B,Bestått,2013,v
MTDT,731760,F,Ikke bestått,2012,v
MTDT,731760,F,Ikke bestått,2014,v
MTDT,731760,,Ikke møtt,2015,s
MTDT,731760,F,Ikke bestått,2016,v
MTDT,731760,F,Ikke bestått,2016,s
MTDT,731761,D,Bestått,2012,v
MTDT,731762,D,Bestått,2012,v
MTDT,731763,A,Bestått,2013,v
MTDT,731764,E,Bestått,2012,v
MTDT,731764,,Ikke møtt,2016,v
MTDT,731765,C,Bestått,2012,v
MTDT,731765,C,Bestått,2013,v
MTDT,731766,A,Bestått,2012,v
MTDT,731767,D,Bestått,2012,v
MTDT,731767,D,Bestått,2013,v
MTDT,731768,C,Bestått,2012,v
MTDT,731769,D,Bestått,2012,v
MTDT,731769,B,Bestått,2013,v
MTDT,731770,B,Bestått,2012,v
MTDT,731772,C,Bestått,2013,v
MTDT,731773,C,Bestått,2012,v
MTDT,731774,E,Bestått,2012,v
MTDT,731774,D,Bestått,2013,v
MTDT,731775,D,Bestått,2012,v
MTDT,731776,B,Bestått,2012,v
MTDT,731777,B,Bestått,2012,v
MTDT,731778,B,Bestått,2012,v
MTDT,731781,A,Bestått,2012,v
MTDT,731782,C,Bestått,2012,v
MTDT,731783,D,Bestått,2012,v
MTDT,731783,C,Bestått,2013,v
MTDT,731784,B,Bestått,2012,v
MTDT,731785,D,Bestått,2013,v
MTDT,731786,C,Bestått,2012,v
MTDT,731787,C,Bestått,2012,v
MTDT,731788,E,Bestått,2012,v
MTDT,731788,F,Ikke bestått,2014,v
MTDT,731789,C,Bestått,2012,v
MTDT,731790,C,Bestått,2012,v
MTDT,731790,C,Bestått,2013,v
MTDT,731791,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTDT,731791,F,Ikke bestått,2012,s
MTDT,731791,F,Ikke bestått,2013,v
MTDT,731791,,Ikke møtt,2014,s
MTDT,731791,F,Ikke bestått,2016,v
MTDT,731791,F,Ikke bestått,2016,s
MTDT,731791,,Ikke møtt,2017,v
MTDT,731791,F,Ikke bestått,2018,v
MTDT,731791,F,Ikke bestått,2018,s
MTDT,731792,D,Bestått,2012,v
MTDT,731792,D,Bestått,2014,v
MTDT,731793,C,Bestått,2012,v
MTDT,731794,B,Bestått,2012,v
MTDT,731795,C,Bestått,2012,v
MTDT,731796,C,Bestått,2012,v
MTDT,731796,D,Bestått,2013,v
MTDT,731797,E,Bestått,2012,v
MTDT,731798,,Manglende øvinger,2012,v
MTDT,731798,D,Bestått,2013,v
MTDT,731799,E,Bestått,2012,v
MTDT,731800,C,Bestått,2012,v
MTDT,731801,A,Bestått,2012,v
MTDT,731804,B,Bestått,2012,v
MTDT,731805,,Manglende øvinger,2012,v
MTDT,731806,B,Bestått,2012,v
MTDT,731807,C,Bestått,2012,v
MTDT,731807,B,Bestått,2015,v
MTDT,731808,B,Bestått,2012,v
MTDT,731810,B,Bestått,2012,v
MTDT,731811,C,Bestått,2012,v
MTDT,731812,A,Bestått,2012,v
MTDT,731813,B,Bestått,2012,v
MTDT,731814,,Manglende øvinger,2012,v
MTDT,731814,C,Bestått,2013,v
MTDT,731815,E,Bestått,2012,v
MTDT,731816,D,Bestått,2012,v
MTDT,731818,,Manglende øvinger,2012,v
MTDT,731819,C,Bestått,2012,v
MTDT,731820,B,Bestått,2012,v
MTDT,731821,D,Bestått,2012,v
MTDT,731821,C,Bestått,2016,v
MTDT,731823,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTDT,731823,,Ikke møtt,2012,s
MTDT,731824,B,Bestått,2012,v
MTDT,731826,A,Bestått,2012,v
MTDT,731827,D,Bestått,2014,v
MTDT,731827,A,Bestått,2015,v
MTDT,731828,C,Bestått,2012,v
MTDT,731829,C,Bestått,2012,v
MTDT,731829,B,Bestått,2013,v
MTDT,731830,,Manglende øvinger,2012,v
MTDT,731832,D,Bestått,2012,v
MTDT,731833,B,Bestått,2012,v
MTDT,731834,B,Bestått,2012,v
MTDT,731835,A,Bestått,2012,v
MTDT,731836,B,Bestått,2012,v
MTDT,731838,D,Bestått,2012,v
MTDT,731839,C,Bestått,2012,v
MTDT,731840,C,Bestått,2013,v
MTDT,731840,B,Bestått,2014,v
MTDT,731841,,Manglende øvinger,2012,v
MTDT,731842,E,Bestått,2012,v
MTDT,731843,B,Bestått,2012,v
MTDT,731844,B,Bestått,2012,v
MTDT,731845,A,Bestått,2012,v
MTDT,731846,E,Bestått,2012,v
MTDT,731850,,Manglende øvinger,2012,v
MTDT,731850,E,Bestått,2013,v
MTDT,731989,C,Bestått,2013,v
MTDT,732043,C,Bestått,2014,v
MTDT,732057,C,Bestått,2013,v
MTDT,732112,A,Bestått,2012,v
MTDT,732132,D,Bestått,2013,v
MTDT,732132,,Ikke møtt,2015,v
MTDT,732132,,Ikke møtt,2016,v
MTDT,732132,E,Bestått,2017,v
MTDT,732132,,Ikke møtt,2018,v
MTDT,732256,C,Bestått,2012,v
MTDT,732312,C,Bestått,2012,v
MTDT,732346,C,Bestått,2014,v
MTDT,732346,B,Bestått,2015,v
MTDT,732359,B,Bestått,2013,v
MTDT,732365,B,Bestått,2014,v
MTDT,732377,D,Bestått,2012,v
MTDT,732434,C,Bestått,2015,v
MTDT,732499,A,Bestått,2012,v
MTDT,732595,A,Bestått,2013,v
MTDT,732657,C,Bestått,2013,v
MTDT,732672,C,Bestått,2014,v
MTDT,732681,C,Bestått,2017,v
MTDT,733515,F,Ikke bestått,2012,v
MTDT,733515,,Ikke møtt,2012,s
MTDT,733515,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTDT,733515,,Ikke møtt,2013,s
MTDT,733515,F,Ikke bestått,2014,v
MTDT,733515,D,Bestått,2014,s
MTDT,736039,C,Bestått,2013,v
MTDT,737739,A,Bestått,2013,v
MTDT,737825,D,Bestått,2013,v
MTDT,737833,C,Bestått,2013,v
MTDT,737833,B,Bestått,2014,v
MTDT,737872,F,Ikke bestått,2015,v
MTDT,737872,,Ikke møtt,2016,v
MTDT,737872,,Ikke møtt,2017,v
MTDT,737876,B,Bestått,2013,v
MTDT,737932,B,Bestått,2013,v
MTDT,737932,,Ikke møtt,2015,v
MTDT,738131,,Manglende øvinger,2013,v
MTDT,738131,E,Bestått,2014,v
MTDT,738131,B,Bestått,2016,v
MTDT,738321,B,Bestått,2013,v
MTDT,738972,C,Bestått,2015,v
MTDT,739883,B,Bestått,2013,v
MTDT,739918,,Manglende øvinger,2016,v
MTDT,740957,E,Bestått,2016,v
MTDT,741116,C,Bestått,2018,v
MTDT,741307,F,Ikke bestått,2013,v
MTDT,741307,F,Ikke bestått,2013,s
MTDT,741307,E,Bestått,2014,v
MTDT,741340,B,Bestått,2013,v
MTDT,741341,C,Bestått,2013,v
MTDT,741342,D,Bestått,2013,v
MTDT,741342,C,Bestått,2015,v
MTDT,741343,D,Bestått,2013,v
MTDT,741344,B,Bestått,2013,v
MTDT,741346,C,Bestått,2013,v
MTDT,741347,A,Bestått,2013,v
MTDT,741348,A,Bestått,2013,v
MTDT,741349,A,Bestått,2013,v
MTDT,741351,C,Bestått,2013,v
MTDT,741352,,Manglende øvinger,2013,v
MTDT,741352,C,Bestått,2014,v
MTDT,741353,C,Bestått,2013,v
MTDT,741354,E,Bestått,2013,v
MTDT,741355,D,Bestått,2013,v
MTDT,741355,C,Bestått,2014,v
MTDT,741355,B,Bestått,2016,v
MTDT,741356,B,Bestått,2013,v
MTDT,741356,A,Bestått,2017,v
MTDT,741357,C,Bestått,2013,v
MTDT,741358,,Ikke møtt,2013,v
MTDT,741358,F,Ikke bestått,2014,v
MTDT,741358,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,741358,C,Bestått,2016,v
MTDT,741359,C,Bestått,2013,v
MTDT,741360,,Manglende øvinger,2013,v
MTDT,741360,C,Bestått,2014,v
MTDT,741361,C,Bestått,2013,v
MTDT,741362,B,Bestått,2013,v
MTDT,741363,F,Ikke bestått,2013,v
MTDT,741363,E,Bestått,2014,v
MTDT,741364,C,Bestått,2013,v
MTDT,741365,C,Bestått,2013,v
MTDT,741366,C,Bestått,2013,v
MTDT,741367,A,Bestått,2013,v
MTDT,741368,A,Bestått,2013,v
MTDT,741369,C,Bestått,2013,v
MTDT,741369,C,Bestått,2014,v
MTDT,741370,C,Bestått,2013,v
MTDT,741371,C,Bestått,2013,v
MTDT,741372,B,Bestått,2013,v
MTDT,741372,,Ikke møtt,2018,v
MTDT,741374,D,Bestått,2013,v
MTDT,741374,D,Bestått,2016,v
MTDT,741375,,Manglende øvinger,2013,v
MTDT,741376,A,Bestått,2013,v
MTDT,741377,A,Bestått,2013,v
MTDT,741378,C,Bestått,2013,v
MTDT,741378,D,Bestått,2014,v
MTDT,741379,A,Bestått,2013,v
MTDT,741381,A,Bestått,2013,v
MTDT,741382,,Manglende øvinger,2013,v
MTDT,741385,B,Bestått,2013,v
MTDT,741386,B,Bestått,2013,v
MTDT,741387,C,Bestått,2016,v
MTDT,741388,D,Bestått,2013,v
MTDT,741388,C,Bestått,2014,v
MTDT,741389,,Manglende øvinger,2013,v
MTDT,741390,C,Bestått,2013,v
MTDT,741391,B,Bestått,2013,v
MTDT,741392,F,Ikke bestått,2018,v
MTDT,741392,F,Ikke bestått,2018,s
MTDT,741393,D,Bestått,2013,v
MTDT,741394,A,Bestått,2013,v
MTDT,741395,B,Bestått,2013,v
MTDT,741396,B,Bestått,2013,v
MTDT,741398,D,Bestått,2013,v
MTDT,741399,B,Bestått,2013,v
MTDT,741400,D,Bestått,2013,v
MTDT,741402,D,Bestått,2013,v
MTDT,741403,B,Bestått,2013,v
MTDT,741406,D,Bestått,2013,v
MTDT,741407,A,Bestått,2014,v
MTDT,741408,B,Bestått,2013,v
MTDT,741409,C,Bestått,2013,v
MTDT,741410,C,Bestått,2013,v
MTDT,741411,B,Bestått,2013,v
MTDT,741412,,Manglende øvinger,2014,v
MTDT,741413,C,Bestått,2013,v
MTDT,741414,B,Bestått,2013,v
MTDT,741415,D,Bestått,2013,v
MTDT,741415,F,Ikke bestått,2014,v
MTDT,741416,B,Bestått,2013,v
MTDT,741417,,Manglende øvinger,2013,v
MTDT,741418,,Manglende øvinger,2013,v
MTDT,741419,B,Bestått,2013,v
MTDT,741421,C,Bestått,2013,v
MTDT,741421,B,Bestått,2014,v
MTDT,741423,B,Bestått,2013,v
MTDT,741426,D,Bestått,2013,v
MTDT,741427,B,Bestått,2013,v
MTDT,741428,B,Bestått,2013,v
MTDT,741429,A,Bestått,2013,v
MTDT,741431,B,Bestått,2013,v
MTDT,741432,C,Bestått,2013,v
MTDT,741433,C,Bestått,2013,v
MTDT,741434,C,Bestått,2013,v
MTDT,741435,,Manglende øvinger,2014,v
MTDT,741435,C,Bestått,2015,v
MTDT,741436,C,Bestått,2013,v
MTDT,741437,F,Ikke bestått,2013,v
MTDT,741437,,Ikke møtt,2013,s
MTDT,741439,B,Bestått,2013,v
MTDT,741441,B,Bestått,2013,v
MTDT,741442,C,Bestått,2013,v
MTDT,741443,D,Bestått,2013,v
MTDT,741444,D,Bestått,2013,v
MTDT,741446,,Manglende øvinger,2013,v
MTDT,741483,D,Bestått,2015,v
MTDT,741581,E,Bestått,2016,v
MTDT,741581,B,Bestått,2017,v
MTDT,741601,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,741601,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,741601,B,Bestått,2016,v
MTDT,741613,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,741613,C,Bestått,2014,s
MTDT,741613,,Ikke møtt,2018,v
MTDT,741662,B,Bestått,2014,v
MTDT,741680,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDT,741680,D,Bestått,2016,s
MTDT,741683,A,Bestått,2013,v
MTDT,741691,B,Bestått,2013,v
MTDT,741710,C,Bestått,2014,v
MTDT,741815,C,Bestått,2014,v
MTDT,741895,A,Bestått,2013,v
MTDT,741990,D,Bestått,2013,v
MTDT,742004,C,Bestått,2013,v
MTDT,742004,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,742145,E,Bestått,2014,v
MTDT,742156,D,Bestått,2013,v
MTDT,742156,,Ikke møtt,2016,v
MTDT,742180,E,Bestått,2018,v
MTDT,742258,D,Bestått,2014,v
MTDT,742306,B,Bestått,2014,v
MTDT,742359,B,Bestått,2014,v
MTDT,742569,A,Bestått,2016,v
MTDT,744338,A,Bestått,2014,v
MTDT,745658,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,745658,B,Bestått,2014,s
MTDT,745664,B,Bestått,2016,v
MTDT,745692,C,Bestått,2014,v
MTDT,745787,A,Bestått,2015,v
MTDT,746070,A,Bestått,2014,v
MTDT,747541,C,Bestått,2014,v
MTDT,747983,B,Bestått,2014,v
MTDT,748004,C,Bestått,2014,v
MTDT,748335,B,Bestått,2017,v
MTDT,748393,B,Bestått,2017,v
MTDT,748394,A,Bestått,2015,v
MTDT,748651,C,Bestått,2015,v
MTDT,749147,C,Bestått,2016,v
MTDT,749308,C,Bestått,2015,v
MTDT,749312,C,Bestått,2015,v
MTDT,749552,A,Bestått,2017,v
MTDT,749714,F,Ikke bestått,2014,v
MTDT,749714,E,Bestått,2014,s
MTDT,749714,,Ikke møtt,2017,v
MTDT,749718,C,Bestått,2014,v
MTDT,749724,,Manglende øvinger,2014,v
MTDT,749724,,Manglende øvinger,2015,v
MTDT,749745,D,Bestått,2014,v
MTDT,749746,A,Bestått,2014,v
MTDT,749824,C,Bestått,2015,v
MTDT,749847,C,Bestått,2014,v
MTDT,749847,B,Bestått,2018,v
MTDT,749875,A,Bestått,2015,v
MTDT,749881,F,Ikke bestått,2014,v
MTDT,749881,D,Bestått,2015,v
MTDT,749957,A,Bestått,2014,v
MTDT,750008,C,Bestått,2015,v
MTDT,750048,,Manglende øvinger,2015,v
MTDT,750048,E,Bestått,2016,v
MTDT,750298,C,Bestått,2017,v
MTDT,750317,D,Bestått,2014,v
MTDT,750409,,Gyldig fravær,2015,v
MTDT,750409,D,Bestått,2015,s
MTDT,750418,A,Bestått,2015,v
MTDT,750475,B,Bestått,2014,v
MTDT,750476,B,Bestått,2014,v
MTDT,750477,D,Bestått,2014,v
MTDT,750478,B,Bestått,2014,v
MTDT,750479,A,Bestått,2014,v
MTDT,750480,A,Bestått,2014,v
MTDT,750481,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750481,D,Bestått,2014,s
MTDT,750482,C,Bestått,2014,v
MTDT,750483,E,Bestått,2014,v
MTDT,750483,C,Bestått,2016,v
MTDT,750484,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750484,,Ikke møtt,2014,s
MTDT,750484,B,Bestått,2015,v
MTDT,750487,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750487,,Ikke møtt,2014,s
MTDT,750487,D,Bestått,2015,v
MTDT,750488,A,Bestått,2014,v
MTDT,750489,C,Bestått,2014,v
MTDT,750491,D,Bestått,2014,v
MTDT,750492,B,Bestått,2014,v
MTDT,750493,F,Ikke bestått,2015,v
MTDT,750493,F,Ikke bestått,2015,s
MTDT,750494,D,Bestått,2014,v
MTDT,750495,A,Bestått,2014,v
MTDT,750497,A,Bestått,2014,v
MTDT,750498,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750498,B,Bestått,2014,s
MTDT,750499,D,Bestått,2014,v
MTDT,750499,D,Bestått,2017,v
MTDT,750500,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750500,C,Bestått,2014,s
MTDT,750501,B,Bestått,2014,v
MTDT,750502,C,Bestått,2014,v
MTDT,750503,,Manglende øvinger,2014,v
MTDT,750504,B,Bestått,2014,v
MTDT,750505,D,Bestått,2014,v
MTDT,750505,C,Bestått,2016,v
MTDT,750506,C,Bestått,2014,v
MTDT,750507,A,Bestått,2014,v
MTDT,750508,B,Bestått,2014,v
MTDT,750509,B,Bestått,2014,v
MTDT,750510,C,Bestått,2014,v
MTDT,750513,B,Bestått,2014,v
MTDT,750514,E,Bestått,2014,v
MTDT,750514,,Ikke møtt,2018,v
MTDT,750515,E,Bestått,2014,v
MTDT,750515,C,Bestått,2015,v
MTDT,750517,C,Bestått,2014,v
MTDT,750518,D,Bestått,2014,v
MTDT,750520,D,Bestått,2014,v
MTDT,750521,D,Bestått,2014,v
MTDT,750523,C,Bestått,2014,v
MTDT,750524,C,Bestått,2014,v
MTDT,750526,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750526,C,Bestått,2014,s
MTDT,750527,A,Bestått,2014,v
MTDT,750528,A,Bestått,2014,v
MTDT,750529,A,Bestått,2014,v
MTDT,750530,B,Bestått,2014,v
MTDT,750531,F,Ikke bestått,2014,v
MTDT,750533,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750534,A,Bestått,2014,v
MTDT,750535,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,750535,A,Bestått,2015,s
MTDT,750537,B,Bestått,2014,v
MTDT,750538,C,Bestått,2014,v
MTDT,750539,C,Bestått,2014,v
MTDT,750541,C,Bestått,2014,v
MTDT,750542,E,Bestått,2014,v
MTDT,750543,F,Ikke bestått,2014,v
MTDT,750543,C,Bestått,2015,v
MTDT,750544,B,Bestått,2014,v
MTDT,750545,C,Bestått,2014,v
MTDT,750546,B,Bestått,2014,v
MTDT,750547,C,Bestått,2014,v
