studieprogramkode,studieprogramnavn,kandidatnr,karakter,vurdresstatnavn,aar
BFI,Filosofi - bachelorstudium,10004,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10267,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10668,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10638,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10613,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10318,,Legeattest,2018
BIT,Informatikk - bachelorstudium,10089,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10038,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10513,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10268,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10177,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10816,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10159,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10553,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10054,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10350,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10018,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10801,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10514,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10042,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10423,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10129,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10570,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10608,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10665,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10792,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10699,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10725,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10152,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10452,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10219,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10199,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10246,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10712,,Legeattest,2018
BIT,Informatikk - bachelorstudium,10138,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10107,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10299,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10390,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10340,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10531,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10036,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10418,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10277,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10650,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10211,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10240,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10806,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10142,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10579,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10532,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10813,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10281,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10684,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10505,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10320,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10218,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10507,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10253,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10209,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10744,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10706,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10493,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10060,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10475,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10641,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10549,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10416,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10009,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10189,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10670,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10145,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10257,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10201,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10524,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10804,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10672,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10675,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10749,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10640,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10115,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10510,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10724,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10488,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10632,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10190,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10084,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10704,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10227,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10072,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10016,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10581,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10202,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10710,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10313,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10325,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10419,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10244,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10210,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10333,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10307,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10689,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10021,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10739,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10634,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10013,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10339,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10248,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10557,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10081,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10180,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10622,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10024,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10256,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10718,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10063,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10459,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10757,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10282,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10305,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10311,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10186,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10295,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10058,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10116,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10174,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10001,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10324,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10667,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10039,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10093,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10651,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10430,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10425,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10478,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10766,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10734,,Trekk under eksamen (Avbrutt eksamen),2018
BIT,Informatikk - bachelorstudium,10264,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10522,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10597,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10043,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10091,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10355,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10028,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10680,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10022,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10014,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10559,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10616,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10626,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10146,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10238,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10378,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10317,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10104,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10551,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10463,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10775,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10528,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10782,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10128,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10810,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10790,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10576,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10389,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10067,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10097,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10239,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10179,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10512,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10773,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10236,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10746,B,Bestått,2018
BIT,Informatikk - bachelorstudium,10753,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10175,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10161,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10495,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10118,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10822,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10290,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10025,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10481,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10480,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10033,,Ikke møtt,2018
BIT,Informatikk - bachelorstudium,10466,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10807,A,Bestått,2018
BIT,Informatikk - bachelorstudium,10141,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10427,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10258,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10534,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10110,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10198,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10391,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10596,C,Bestått,2018
BIT,Informatikk - bachelorstudium,10335,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10342,F,Ikke bestått,2018
BIT,Informatikk - bachelorstudium,10714,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10064,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10472,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10462,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10303,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10494,,Manglende øvinger,2018
BIT,Informatikk - bachelorstudium,10309,E,Bestått,2018
BIT,Informatikk - bachelorstudium,10774,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10102,,Gyldig fravær,2018
BIT,Informatikk - bachelorstudium,10108,D,Bestått,2018
BIT,Informatikk - bachelorstudium,10206,,Trekk under eksamen (Avbrutt eksamen),2018
BMAT,Matematiske fag - bachelorstudium,10254,E,Bestått,2018
BMAT,Matematiske fag - bachelorstudium,10795,C,Bestått,2018
BMAT,Matematiske fag - bachelorstudium,10380,C,Bestått,2018
BMAT,Matematiske fag - bachelorstudium,10230,A,Bestått,2018
BMAT,Matematiske fag - bachelorstudium,10666,F,Ikke bestått,2018
BPSY,Psykologi - bachelorstudium,10351,E,Bestått,2018
BSØK,Samfunnsøkonomi - bachelorstudium,10289,F,Ikke bestått,2018
BSØK,Samfunnsøkonomi - bachelorstudium,10763,,Ikke møtt,2018
MBIOT5,Bioteknologi (5-årig) - masterstudium,10435,F,Ikke bestått,2018
MBIOT5,Bioteknologi (5-årig) - masterstudium,10819,D,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10678,,Ikke møtt,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10501,F,Ikke bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10539,C,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10308,C,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10125,D,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10543,E,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10147,B,Bestått,2018
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10594,E,Bestått,2018
MSDESIG,Industrial Design (Master's Programme),10794,F,Ikke bestått,2018
MSDESIG,Industrial Design (Master's Programme),10500,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10394,,Manglende øvinger,2018
MTDESIG,Industriell design - masterstudium (5-årig),10555,E,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10086,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10601,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10163,E,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10051,D,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10279,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10590,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10212,F,Ikke bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10323,D,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10334,B,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10584,A,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10464,D,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10291,C,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10447,D,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10600,E,Bestått,2018
MTDESIG,Industriell design - masterstudium (5-årig),10469,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10610,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10621,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10251,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10537,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10548,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10607,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10732,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10776,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10441,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10113,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10428,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10098,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10276,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10612,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10769,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10636,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10359,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10300,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10247,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10831,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10382,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10691,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10620,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10446,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10645,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10529,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10433,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10643,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10408,,Ikke møtt,2018
MTDT,Datateknologi - masterstudium (5-årig),10649,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10366,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10233,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10431,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10688,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10635,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10255,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10272,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10764,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10455,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10486,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10293,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10536,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10076,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10439,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10200,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10583,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10074,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10126,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10808,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10737,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10127,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10449,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10661,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10707,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10711,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10034,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10450,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10187,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10221,,Legeattest,2018
MTDT,Datateknologi - masterstudium (5-årig),10315,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10149,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10637,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10029,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10820,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10215,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10825,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10005,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10304,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10652,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10338,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10566,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10828,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10027,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10412,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10228,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10442,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10515,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10006,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10181,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10327,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10374,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10568,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10778,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10440,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10223,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10407,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10111,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10085,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10544,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10748,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10322,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10169,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10633,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10099,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10122,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10017,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10664,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10183,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10647,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10167,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10393,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10130,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10814,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10357,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10075,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10400,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10164,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10288,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10112,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10516,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10114,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10591,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10631,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10154,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10395,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10751,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10788,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10658,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10066,,Trekk under eksamen (Avbrutt eksamen),2018
MTDT,Datateknologi - masterstudium (5-årig),10044,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10485,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10511,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10137,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10460,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10750,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10414,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10829,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10298,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10176,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10319,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10730,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10818,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10642,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10694,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10453,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10203,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10232,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10662,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10554,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10292,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10301,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10417,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10032,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10041,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10698,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10797,,Legeattest,2018
MTDT,Datateknologi - masterstudium (5-årig),10119,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10261,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10375,D,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10377,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10679,A,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10781,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10424,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10535,C,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10770,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10421,B,Bestått,2018
