studieprogramkode,studieprogramnavn,kandidatnr,karakter,vurdresstatnavn,aar
BIT,Informatikk - bachelorstudium,10617,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10376,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10348,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10363,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10682,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10344,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10541,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10083,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10703,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10773,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10092,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10704,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10347,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10575,,Legeattest,2017
BIT,Informatikk - bachelorstudium,10106,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10093,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10754,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10626,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10585,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10469,,Trekk under eksamen (Avbrutt eksamen),2017
BIT,Informatikk - bachelorstudium,10531,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10367,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10129,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10418,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10205,,Trekk under eksamen (Avbrutt eksamen),2017
BIT,Informatikk - bachelorstudium,10540,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10157,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10461,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10247,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10427,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10755,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10109,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10196,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10069,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10535,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10667,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10558,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10338,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10700,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10479,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10184,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10542,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10145,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10609,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10512,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10155,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10485,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10577,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10351,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10593,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10554,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10116,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10696,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10536,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10057,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10041,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10591,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10633,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10324,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10726,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10545,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10511,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10317,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10662,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10217,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10357,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10224,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10614,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10218,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10429,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10693,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10759,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10112,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10153,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10765,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10283,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10572,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10325,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10630,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10670,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10322,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10147,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10532,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10020,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10177,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10233,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10154,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10533,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10476,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10653,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10011,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10388,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10677,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10718,,Trekk under eksamen (Avbrutt eksamen),2017
BIT,Informatikk - bachelorstudium,10161,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10232,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10144,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10249,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10526,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10169,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10095,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10681,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10054,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10552,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10401,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10579,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10770,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10078,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10260,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10332,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10721,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10026,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10308,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10143,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10708,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10676,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10478,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10620,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10555,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10234,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10364,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10691,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10149,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10509,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10683,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10379,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10443,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10648,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10295,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10122,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10686,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10246,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10448,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10406,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10567,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10053,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10611,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10715,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10474,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10270,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10185,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10625,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10225,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10194,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10658,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10052,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10582,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10369,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10128,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10688,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10273,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10068,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10034,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10192,,Trekk under eksamen (Avbrutt eksamen),2017
BIT,Informatikk - bachelorstudium,10084,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10182,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10119,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10252,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10187,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10358,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10550,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10168,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10266,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10584,A,Bestått,2017
BIT,Informatikk - bachelorstudium,10489,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10299,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10035,D,Bestått,2017
BIT,Informatikk - bachelorstudium,10277,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10036,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10464,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10642,,Trekk under eksamen (Avbrutt eksamen),2017
BIT,Informatikk - bachelorstudium,10508,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10293,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10213,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10001,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10353,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10047,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10043,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10313,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10079,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10008,E,Bestått,2017
BIT,Informatikk - bachelorstudium,10500,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10202,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10462,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10330,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10333,F,Ikke bestått,2017
BIT,Informatikk - bachelorstudium,10086,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10480,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10366,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10397,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10699,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10605,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10335,B,Bestått,2017
BIT,Informatikk - bachelorstudium,10562,,Legeattest,2017
BIT,Informatikk - bachelorstudium,10492,,Ikke møtt,2017
BIT,Informatikk - bachelorstudium,10564,C,Bestått,2017
BIT,Informatikk - bachelorstudium,10421,,Manglende øvinger,2017
BIT,Informatikk - bachelorstudium,10666,,Manglende øvinger,2017
BMAT,Matematiske fag - bachelorstudium,10687,C,Bestått,2017
BSØK,Samfunnsøkonomi - bachelorstudium,10160,F,Ikke bestått,2017
BSØK,Samfunnsøkonomi - bachelorstudium,10296,E,Bestått,2017
MBIOT5,Bioteknologi (5-årig) - masterstudium,10449,B,Bestått,2017
MBIOT5,Bioteknologi (5-årig) - masterstudium,10007,C,Bestått,2017
MBIOT5,Bioteknologi (5-årig) - masterstudium,10664,A,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10231,B,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10056,D,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10423,E,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10060,C,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10062,D,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10005,D,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10151,E,Bestått,2017
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10200,F,Ikke bestått,2017
MTBYGG,Bygg- og miljøteknikk - masterstudium (5-årig),10439,C,Bestått,2017
MTBYGG,Bygg- og miljøteknikk - masterstudium (5-årig),10107,C,Bestått,2017
MTBYGG,Bygg- og miljøteknikk - masterstudium (5-årig),10615,C,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10133,F,Ikke bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10085,,Trekk under eksamen (Avbrutt eksamen),2017
MTDESIG,Industriell design - masterstudium (5-årig),10334,E,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10291,,Legeattest,2017
MTDESIG,Industriell design - masterstudium (5-årig),10730,E,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10264,B,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10424,C,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10072,B,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10673,C,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10493,E,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10710,,Trekk under eksamen (Avbrutt eksamen),2017
MTDESIG,Industriell design - masterstudium (5-årig),10425,E,Bestått,2017
MTDESIG,Industriell design - masterstudium (5-årig),10483,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10319,,Ikke møtt,2017
MTDT,Datateknologi - masterstudium (5-årig),10764,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10212,,Ikke møtt,2017
MTDT,Datateknologi - masterstudium (5-årig),10751,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10557,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10191,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10438,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10099,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10101,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10724,,Legeattest,2017
MTDT,Datateknologi - masterstudium (5-årig),10430,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10498,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10236,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10274,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10635,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10727,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10222,,Trekk under eksamen (Avbrutt eksamen),2017
MTDT,Datateknologi - masterstudium (5-årig),10777,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10271,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10515,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10314,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10513,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10502,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10636,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10411,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10758,,Ikke møtt,2017
MTDT,Datateknologi - masterstudium (5-årig),10400,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10120,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10241,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10181,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10458,,Ikke møtt,2017
MTDT,Datateknologi - masterstudium (5-årig),10004,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10049,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10627,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10740,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10447,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10661,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10528,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10214,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10326,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10612,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10407,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10452,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10089,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10289,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10125,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10306,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10434,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10355,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10629,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10672,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10046,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10590,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10712,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10113,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10090,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10723,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10058,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10126,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10297,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10734,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10393,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10288,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10632,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10559,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10680,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10329,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10076,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10510,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10433,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10152,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10140,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10735,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10037,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10507,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10665,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10081,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10156,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10733,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10170,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10370,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10534,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10523,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10387,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10124,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10256,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10176,,Ikke møtt,2017
MTDT,Datateknologi - masterstudium (5-årig),10706,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10762,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10229,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10175,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10776,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10394,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10051,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10146,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10282,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10465,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10031,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10006,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10136,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10096,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10565,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10543,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10386,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10654,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10656,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10578,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10395,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10071,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10725,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10172,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10501,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10023,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10183,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10473,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10242,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10468,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10267,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10337,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10707,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10064,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10623,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10298,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10087,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10111,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10188,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10702,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10114,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10311,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10436,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10257,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10757,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10123,,Manglende øvinger,2017
MTDT,Datateknologi - masterstudium (5-årig),10445,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10595,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10238,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10305,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10490,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10142,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10262,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10210,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10279,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10139,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10602,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10361,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10482,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10030,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10451,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10066,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10320,E,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10167,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10491,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10396,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10073,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10669,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10345,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10063,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10118,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10641,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10059,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10003,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10753,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10263,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10719,C,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10166,A,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10747,B,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10186,F,Ikke bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10287,D,Bestått,2017
MTDT,Datateknologi - masterstudium (5-årig),10587,,Manglende øvinger,2017
MTDT,Datateknologi - masterstudium (5-årig),10419,A,Bestått,2017
MTENERG,Energi og miljø - masterstudium (5-årig),10342,B,Bestått,2017
MTFYMA,Fysikk og matematikk - masterstudium (5-årig),10484,B,Bestått,2017
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10646,A,Bestått,2017
