studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489943;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489989;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;478408;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489969;F;Ikke bestått
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;477920;F;Ikke bestått
MTDT;Datateknologi - masterstudium (5-årig);2018;HØST;2019;VÅR;2019;VÅR;478061;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2018;HØST;2019;VÅR;2019;VÅR;490707;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2018;HØST;2019;VÅR;2019;VÅR;257410;C;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489675;C;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489755;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489753;E;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489750;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;477837;B;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;490928;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;489757;C;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2013;HØST;2013;VÅR;2013;VÅR;729841;;Ikke møtt
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2013;HØST;2018;VÅR;2018;VÅR;749929;;Ikke møtt
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2014;HØST;2016;VÅR;2016;VÅR;758021;C;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2016;HØST;2019;VÅR;2019;VÅR;477878;C;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2016;HØST;2018;VÅR;2018;VÅR;478222;E;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;487774;A;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2018;HØST;2018;VÅR;2018;VÅR;485478;;Ikke møtt
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2018;HØST;2018;VÅR;2018;VÅR;490814;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;488079;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;490618;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;490619;E;Bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;474987;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;490604;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2017;HØST;2017;VÅR;2017;VÅR;478343;F;Ikke bestått
MTTK;Kybernetikk og robotikk - masterstudium (5-årig);2017;HØST;2018;VÅR;2018;VÅR;742017;E;Bestått
